ba_score,beer_number,comment,date,feel,look,overall,rdev,smell,taste,username 
4.25,43535,,"Dec 01, 2011",,,,,,,kjkinsey
5,43535,,"Dec 01, 2011",,,,,,,mhenson42
5,43535,,"Nov 29, 2011",,,,,,,TerpBax
3.95,170128,,"Jan 23, 2016",3.5,4,4,-0.5%,4,4,Tone
3.48,170128,,"Jan 23, 2016",3.25,3.5,3.5,-12.3%,3.5,3.5,CreightonSM
3.68,170128,,"Jan 20, 2016",3.75,3.5,3.75,-7.3%,3.5,3.75,Mkaram
4.75,45617,,"May 21, 2013",,,,,,,pauldevay
4,45617,,"May 19, 2013",,,,-3.4%,,,barefoot71
4.5,45617,,"May 18, 2013",,,,,,,mcdsports
4.57,54905,"(512) Bourbon-Barrel Aged Double Pecan Porter<br>
Served from a cask at The Dig Pub and poured into a pint glass <br>
<br>
A: Beautiful beer that poured black into the (512) glass that I got to take home with me. Thanks Dig Pub! There was no head present when delivered to our table, just a little lacing at the top of the glass.<br>
<br>
S: I noticed the smell of the Jack Daniels bourbon right away. I also noticed the aroma of the roasted malts, coffee and chocolate.<br>
<br>
T: The taste of the bourbon barrel aging is the first thing that you notice, followed by the roasted malts. The variety of all of the various flavors work well with each other and nothing dominates.<br>
<br>
M: Coming out of a cask, the mouthfeel is very nice and smooth with very little carbonization present. I will have to search out more cask events.<br>
<br>
D: Aging in the Jack Daniel's barrel was a great idea that made a great beer even better. Putting the beer in a cask helped make a very complex beer even more drinkable.<br>
<br>
Wish that I could have had another pint but this was another great event at Dig Pub and there was only enough in the cask for everybody to have one. I hear that they are working on aging a batch in Maker's Mark barrels. A great reason that 2011 should be another great year for beer lovers in Austin.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,271 characters</span><br><br>","Jan 02, 2011",4.5,4,5,,4.5,4.5,rissues24
3.76,54905,"Served on cask at the Draught House in a nonic half pint glass.<br>
<br>
Had to make it out to the Draught House for this unique offering. Brought along a bunch of other Chem E's with me to try it out.<br>
<br>
The beer poured a dark brown with a creamy one finger tan head. Nicely composed beer. Wish the lighting would have been better for me to appreciate it a bit more.<br>
<br>
The aroma was pure barrel. I wanted to get some of the malty and nutty notes out of it, but it was just an overpowering vanilla. Not a bad nose, but definitely one dimensional.<br>
<br>
The taste was also overwhelmed by e barrel. To me, it seemed sweet and vanilla. Even though it was a double pecan porter, I couldn't get the wonderful nutty and roasted tastes from the standard (512) offering (which I had on hand for a comparison). Other people described it as a pure whiskey taste, a mixture of 75% beer and 25% whiskey or like drinking a barrel. There was no subtlety to this beer.<br>
<br>
For how barrel-dominated the flavor was, this beer had a great mouthfeel. One person at the table described it as round, which I thi is an excellent way to put it. Smetimes the regular pecan porter can come across as watery, but this had an excellent weight. I would love to have some non barrel aged double pecan porter. I bet that beer would put me on cloud 9.<br>
<br>
Overall, this was an interesting experience that I was glad to share with some friends, but I feel like the barrel aging could have been better executed. If they would have blended this beer with some unaged double pecan, I think I would have loved this beer to no end. *sigh*<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,579 characters</span><br><br>","Dec 16, 2010",4.5,4.5,4,-9.2%,3.5,3.5,UTCengOwl
4,43535,,"Nov 28, 2011",,,,-1.5%,,,mjl21
3.75,43535,,"Nov 27, 2011",,,,-7.6%,,,bbadger
5,43535,,"Nov 27, 2011",,,,,,,glennj2k
3.09,53808,,"Dec 25, 2014",2.75,3.25,3,-19.9%,3,3.25,Beardo
3.96,170128,,"Jan 18, 2016",3.75,4.25,3.75,-0.3%,4.5,3.75,Gabriel_Vaughn
4.37,170128,,"Jan 16, 2016",4,4,4.25,,4.5,4.5,fishthe
4.04,170128,,"Jan 16, 2016",4.5,4.75,4,,3.75,4,Spaceman_Jer
4,45617,,"May 17, 2013",,,,-3.4%,,,etwithner
4,45617,,"May 10, 2013",,,,-3.4%,,,largadeer
3.75,45617,,"May 07, 2013",,,,-9.4%,,,tastymug
4,43535,,"Nov 27, 2011",,,,-1.5%,,,koolk
4,43535,,"Nov 22, 2011",,,,-1.5%,,,Beertracker
5,43535,,"Nov 17, 2011",,,,,,,ATXRyan
4.25,43535,,"Nov 17, 2011",,,,,,,PhatAtUT
5,43535,,"Nov 15, 2011",,,,,,,Jdgarcia24
4.28,53808,,"Dec 21, 2014",4.25,4,4.25,,4,4.5,arini10
4.1,53808,,"Dec 18, 2014",4,4,4,,4,4.25,Takezo
3.77,170128,,"Jan 10, 2016",3.75,3.75,3.75,-5%,4.25,3.5,robwestcott
4.5,45617,,"May 06, 2013",,,,,,,tubeyes
4.5,43535,,"Nov 15, 2011",,,,,,,Texasfan549
3.75,53808,,"Dec 16, 2014",,,,-2.8%,,,andersont6301
3.75,53808,,"Dec 16, 2014",,,,-2.8%,,,GABrew
3.78,53808,,"Dec 14, 2014",,,,-2.1%,,,DocBee
4.27,170128,"Bottle poured into a BarrelHouse Brewing Co pint glass<br>
<br>
A: Pours golden amber with a frothy off white head that settles to a nice layer and leaves a little spotty lacing.<br>
<br>
S: Sweet tropical fruit and citrus, mango, grapefruit, passion fruit, tangerine, lychee, faint pine, and some caramel malt sweetness.<br>
<br>
T: Juicy, citrus, tangerine, grapefruit, lemon lime, tropical fruit, mango, passion fruit, a little pine, and some caramel malt sweetness. Fruity sweetness is well balanced.<br>
<br>
M: Medium body, moderate carbonation.<br>
<br>
O: I dig this beer a lot. Snagged it on a road trip, now I have to hope it shows up in my neck of the woods cuz I'm gonna want more.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">653 characters</span><br><br>","Jan 07, 2016",4,4,4.25,,4.5,4.25,RyanK252
4.25,45617,,"Apr 24, 2013",,,,,,,JuniperJesus
4,45617,,"Apr 24, 2013",,,,-3.4%,,,rdooley
4.25,45617,,"Apr 23, 2013",,,,,,,J_Dub
3.5,53808,,"Dec 12, 2014",,,,-9.3%,,,Kunks80
3.9,53808,,"Dec 12, 2014",,,,,,,wethorseblanket
3.79,170128,,"Jan 01, 2016",4,4,3.75,-4.5%,3.75,3.75,ghostxyz3
4.43,170128,,"Dec 28, 2015",4.5,4.25,4.5,,4.25,4.5,GFD400
3.95,45617,"The beer comes served in a pint glass. It has a dark body with ruby/brown highlights in the light. Light brown head with good retention. <br>
<br>
Chocolate, coffee, and pecans jump out. Not complex but very inviting. A little bit of caramel seems to come out towards the end of the glass as it warmed.<br>
<br>
Lots of carbonation and a medium body. Washes away quickly leaving a roasty coffee and pecan aftertaste. Light chocolate flavor dominated by the coffee. Get a touch of caramel buried in there. <br>
<br>
A great porter here. Hits on all cylinders.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">534 characters</span><br><br>","Apr 22, 2013",3.5,4,4,-4.6%,4,4,MattSweatshirt
4,45617,,"Apr 22, 2013",,,,-3.4%,,,mreek
3.75,53808,,"Dec 09, 2014",,,,-2.8%,,,Haybeerman
4.5,53808,,"Dec 08, 2014",,,,,,,VTCombi
4,170128,,"Dec 24, 2015",4,4,4,,4,4,cbcrunch
3.7,53808,,"Dec 05, 2014",,,,-4.1%,,,chossboss
3.56,53808,,"Dec 04, 2014",,,,-7.8%,,,Sean8705
4,170128,,"Dec 23, 2015",4,4,4,,4,4,CoryR
3.5,53808,,"Nov 30, 2014",,,,-9.3%,,,BeerNW
3.75,53808,,"Nov 29, 2014",,,,-2.8%,,,texaswhiplash
4.1,170128,,"Dec 19, 2015",4,4,4,,4,4.25,Braz
4.33,170128,"Appearance: Golden. White head. Good retention.<br>
Aroma: Pineapple. Pineapple. Orange. Mango?<br>
Taste: Guava. Mango. Mango.  Tropical Fruits. Very juicy but not all too sweet.<br>
Mouthfeel: This is what surprised me the most. Very soft. Very drinkable but pleasant feeling of carbs. <br>
Aftertaste: Leaves more to be desired. Lots of hops.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">329 characters</span><br><br>","Dec 10, 2015",4.75,4,4.25,,4,4.5,jaehongcho
3.5,53808,,"Nov 27, 2014",,,,-9.3%,,,dshansen1184
3.68,53808,,"Nov 26, 2014",,,,-4.7%,,,primaldiscord
3.1,170128,,"Dec 08, 2015",3,3,3,-21.9%,3,3.25,stevoj
3.81,170128,"Tasting notes from July 12th, 2015<br>
<br>
Appearance - Pours slightly hazy and light golden orange in color with an off-white finger width head. Good retention, giving way to a thin, silky layer of surface suds. A strong pattern of lace is left on the glass with excellent stick.<br>
<br>
Smell - Orange and pineapple with a hint of mango.<br>
<br>
Taste - Follows the nose. Bright, tropical hop notes that touch on pineapple and orange, with a ghostly trace of mango. Not much in the way of malt, but what is there comes off as a bit grainy.  Lightly bitter in the finish with citrus pith lingering in the aftertaste. <br>
<br>
Mouthfeel - Medium-bodied with soft, bubbly carbonation and a semi-dry finish.<br>
<br>
Overall - Nice, drinkable brew, though doesn't do much to stand out from the rush of Mosaic inspired IPAs that have hit the market. Lacks an ideal malt backbone, but the tasty hop profile does well to make up for the lack of balance.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">912 characters</span><br><br>","Dec 07, 2015",4,4.25,3.75,-4%,3.75,3.75,TheSixthRing
1,53808,,"Nov 26, 2014",,,,-74.1%,,,mellings7
3.96,53808,,"Nov 25, 2014",4,4.25,4,,3.75,4,LouZ
3.91,170128,"Bottle.<br>
<br>
A: Fruity (berry/tropical fruit)-citrusy hops with a light malt presence.<br>
<br>
A: Light golden color, quite clear with a white foamy head that has adequate retention.<br>
<br>
T: Big, clean fruity, citrusy hops, with a light malt presence.  The beer finishes dry with moderately light hop bitterness.<br>
<br>
M: Medium-light bodied with moderate carbonation.<br>
<br>
O: Solid; the beer has a clean, big, clean citrusy-fruity hop character (though stronger aroma, than taste) with low malt presence.  I noticed there was no mention of InBev on the label.  The beer tastes clean, but I wonder how long I'll be able to say that as lowering costs become a constant objective for a corporate driven company that needs to make quarterly revenue projections.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">734 characters</span><br><br>","Dec 05, 2015",3.75,3.75,3.75,-1.5%,4,4,Phil-Fresh
3.84,53808,,"Nov 25, 2014",,,,-0.5%,,,Justin-m
3.5,53808,,"Nov 24, 2014",,,,-9.3%,,,GeorgeAKeim
3.75,170128,,"Dec 05, 2015",3.75,3.75,3.75,-5.5%,3.75,3.75,DamienI
4,53808,,"Nov 23, 2014",,,,,,,InspectorBob
4.25,53808,,"Nov 18, 2014",,,,,,,lillitnn92
4,170128,,"Dec 02, 2015",3.75,3.5,3.75,,4,4.25,CitiFieldSheas
3,53808,,"Nov 17, 2014",,,,-22.3%,,,suckaj
4,53808,,"Nov 16, 2014",,,,,,,powdersoldier
3.8,53808,,"Nov 15, 2014",,,,-1.6%,,,DMB
4,43535,,"Nov 15, 2011",,,,-1.5%,,,IpeeA
4.5,45617,,"Apr 19, 2013",,,,,,,StArnoldFan
4.25,45617,,"Apr 15, 2013",,,,,,,PitoB
5,43535,,"Nov 14, 2011",,,,,,,bentwookie
4.12,43535,"Pours clear and golden into a shaker pint. Good finger of foam that holds up even over time.<br>
<br>
This brew has a big piney hop aroma that --surprise--comes across on the palate as well. Its reminiscent of a forest, with pine notes dominating. Some pine, some resin, a little chew. Sharp, clean finish. Crisp and refreshing. If I had a lawn to mow I’d make this my lawnmower beer.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">378 characters</span><br><br>","Oct 03, 2011",4,4,4,,4.5,4,elNopalero
3.58,43535,"Had a pint with a Rudz Burger. Definitely a good combination.<br>
<br>
Pours a hearty opaque amber, with a nice, creamy, one finger head that stays consistent throughout the whole pint, producing nice lacing. Has a nice hoppy aroma, but isn't too complex to me. The taste is as consistent with the smell, which is nice; hoppy, with a bit of a malty undertone towards the end. It has a nice, slightly carbonated hoppy bitterness in the mouth, which is pleasant.<br>
<br>
A solid IPA. Not the best I've had, but I have been fortunate enough to be sipping some of the best the past few weeks. With that said, this is an IPA that would not put to the back burner, but would be happy to sip another.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">678 characters</span><br><br>","Sep 02, 2011",4,4,3.5,-11.8%,3.5,3.5,FUNKPhD
3.8,43535,"Served in a pint glass at the gingerman in rice village<br>
<br>
A: pours a amber copper hue with 1 finger of white head. Great lacing though the head dissipated quickly<br>
<br>
S: some citrus and bitter hops. Enticing.<br>
<br>
T: follows the nose but the hops are stronger and more bitter than the nose indicated. Nice<br>
<br>
M: very smooth crisp and refreshing. Hops linger on the back of yor tongue making you reach for the next sip<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">407 characters</span><br><br>","Aug 06, 2011",3.5,3.5,4,-6.4%,3.5,4,roodie
3.77,45617,,"Apr 13, 2013",3.5,3.75,3.75,-8.9%,3.5,4,MattLBC
4.3,45617,,"Apr 11, 2013",4,4.5,4.25,,4.5,4.25,Nightwish1094
4.75,45617,,"Apr 07, 2013",,,,,,,tstiles
2.31,54905,"Thanks to Robert for this bottle. Shared at a tasting today.<br>
<br>
A: We've got a gusher! Huge tan head that finally subsides to the point where you can drink the dark brown liquid that lies beneath.<br>
<br>
S: A bit of nuttiness to the nose along with a very noticeable acidity. Light chocolate and really no barrel/whiskey character at all--not surprising due to the infection.<br>
<br>
T: Luckily the flavor is not completely overwhelmed by the infection, and there is a bit of vanilla and pecan, but it is subtle and muddled. Definitely some lactic notes, though.<br>
<br>
M: The body is medium and obviously very overcarbonated. Again, a product of the infection.<br>
<br>
D: Very unfortunate that this one has gone this way. If you're sitting on any bottles of this, drink 'em now. Hopefully they re-release this beer and I'll get to try it again.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">817 characters</span><br><br>","Jun 13, 2010",1.5,3,1.5,-44.2%,2,3,womencantsail
4.22,43535,"On tap at Flix Brewhouse in Round Rock.<br>
<br>
A pretty rich orange/copper beer, served in a chilled (i didn't have the heart to send it back as the place was starting to get crowded for the Harry Potter movie) pint glass. Not much head, but a sustained ring lasted for the duration.<br>
<br>
MMM...smelled really good. Tropical fruit right off the bat (mango, pineapple)..some resinous pine and a touch of sweet malt as well.<br>
<br>
Taste followed smell...the initial mango topped off with pine on the backend...a decent amount of malt to even it out...but a definite hop smack to the pallate. Very refreshing.<br>
<br>
Super crisp, sharp carbonation...I did not want to drink it quickly, but i kept finding myself reaching for the glass a bit faster after every sip..a true sign of a good, drinkable beer. The 7% is well hidden, can easily sneak up on you if you thrown back a couple too quickly.<br>
<br>
A top notch IPA brewed right here in my own backyard (well, South Austin). <br>
<br>
Great job 512!<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">963 characters</span><br><br>","Jul 17, 2011",4.5,4,4.25,,4.5,4,obrike
3.75,43535,"On Tap at Draught House<br>
<br>
I sampled this, Lost Gold, and Fire Eagle side by side. This was my second favorite, after Fire Eagle.<br>
<br>
A: Nice, hazy golden/copper. <br>
<br>
S: Grapefruit citrus.<br>
<br>
T: A bit sweet, but nice balance.<br>
<br>
M: A bit heavy due to the sweetness.<br>
<br>
O: Nice IPA by a great local brewery.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">293 characters</span><br><br>","Jul 07, 2011",3.5,4,4,-7.6%,4,3.5,GrayHam
3.75,45617,,"Mar 24, 2013",,,,-9.4%,,,ChanceK
4,45617,,"Mar 23, 2013",,,,-3.4%,,,SourFanatic
4.25,54905,"Bottle supplied by thickerfreakness for the Rate Beer Winter Gathering - thanks for sending this one to Orlando for us. Served in a tulip-style taster glass.<br>
<br>
A - Pretty nice pillow-like tan foam for the smallish glass. It eventually dissipates to a ring and some haze, and lives a bit of spotty lacing. The body is a very, very, dark opaque brown.<br>
<br>
S - Coffee, vanilla, nuts, light oak and whiskey, and some chocolate. It smells exactly like the name suggests - and that's a good thing! Excellent balance and integration, and not obvious alcohol.<br>
<br>
T - Roasty bitterness, coffee, chocolate, nuts, oaky vanilla, and a touch of smoke and whiskey. Again, this is really understated from the Jack Daniels angle - kind of like Blackbeerd. Thankfully it's saved by a really excellent base beer that benefits from a touch of whiskey bite. It's closer to a 4.25 so I was a little hard on the appearance.<br>
<br>
M - Thin, a touch gritty, moderate carbonation. It's clearly a porter from the texture, but it could benefit from a bit more heft to support the intense flavor and higher ABV.<br>
<br>
D - Very drinkable - I'd be happy having a bottle of this one to myself. Too bad it's so limited and tough to get. Reminds me of some of the better Tyranena porters - which are more readily available to me. Well worth trying, but not worth killing yourself to acquire.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,342 characters</span><br><br>","Mar 16, 2010",4,4.5,4.5,,4.5,4,MasterSki
4.37,54905,"On tap at the Whip-In. 8 oz pour. <br>
<br>
Pours dark brown to black with a beige head. The aroma is oak and whiskey, with some roasted malt and chocolate. The flavor is bourbon with some milk chocolate and dark chocolate. There is a little nuttyness which I guess is the pecan and some light bitterness at the end, either from the hops or the chocolate. Medium-thick, creamy mouthfeel and low carbonation. A truly great beer.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">419 characters</span><br><br>","Feb 15, 2010",4.5,4,4,,4.5,4.5,Mora2000
3.7,43535,"Poured into a pint glass at the Draught house in Austin, TX.<br>
<br>
Appearance: Copper-orange with a fluffy white head that fades into a lacing on the top of the beer. <br>
<br>
Aroma: Citrusy and floral, but dominated by the unmistakable aroma that is grapefruit. Just not complex enough for me.<br>
<br>
Taste: Slightly malty background, but the usual high ratio of hops to malt, how I prefer my IPAs. The dominate taste, just like the aroma, is grapefruit. This in fact is the only IPA my girlfriend will drink, because it tastes like grapefruit.<br>
<br>
Mouthfeel: On the higher end of carbonation, but a nice dry finish and a lingering bitterness.<br>
<br>
Overall: I like it but I would choose other IPAs over this one. It is just too much grapefruit for me, I like grapefruit juice, but if I want that I would drink it. I wanted an IPA, not a grapefruit juice.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">830 characters</span><br><br>","May 12, 2011",4,4,3.5,-8.9%,4,3.5,jamescain
4.85,43535,"BEST IPA in TEXAS BAR NONE!!!<br>
OK....here we go. Where do I start. Thank God an IPA of this character exists in Texas (it's about time). The brewer must have been thinking<br>
big state...big hop aroma and flavor. A nice amber hue greets you with a small head and backhands you with a hop slap, but the backhand feels so good, just like daddy used to dish them out. After you have finished sniffin the aromatics of this exceptional beer like cocaine it gets even better. Full mouth malty grain feel that hints at a substantial alcohol hop<br>
bitterness that only the privy northwesterners get to experience on a regular basis. This hopped out beast makes me feel like I am camping<br>
in Yakima Valley itself and to top it off, I just found out that it is orgasmic, I mean ORGANIC. A rock solid IPA form Texas that is my<br>
cornerstone at the bar. Thanks 512. I think that a little bit of the<br>
west coast made it out to Texas.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">910 characters</span><br><br>","Apr 23, 2011",5,4.5,5,,4.5,5,Amnestic
4,45617,,"Mar 23, 2013",,,,-3.4%,,,stortore
4.25,45617,,"Mar 21, 2013",,,,,,,Joeyroush
4.4,54905,"I have had excellent experiences with 512 in the past, and my expectations were very high. Unfortunately I received a short pull from the tap, but my disappointment in my portion size soon dissipated after my first look/sip. <br>
<br>
Beautiful opaque black color and a small, tan, cool-whip-like head. Laced extensively. <br>
<br>
Initially it smelled like whiskey and molasses. As it warmed up more toffee notes appeared. I noted an almost anise-like aroma at times. <br>
<br>
Taste is a huge whiskey/molasses 1-2 punch. Layers appear after repeated sips. Definitely toffee, as in the nose, but more nuttiness than I expected. The barrel is pronounced through out the beer, but never overpowering. The flavors are intertwined delicately. I could pick each one out initially, and then put them back togthter as I swallowed. <br>
<br>
Not too thick on the mouthfeel. Near perfect balance of weight and brightness. It never became too heavy or tiresome. Tough to call it an easy drinker though. Too big for more than one at a time. <br>
<br>
I must say that I can't see calling this a porter, or even a double porter. It's more IRS-like, but without the oiliness and weight. I'd argue its uniqueness requires another look at its categorization.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,203 characters</span><br><br>","Jan 11, 2010",4.5,4.5,3,,4.5,5,specksnreds
3.42,43535,"A - Hazy, dull dark straw color, white head that sheets the glass nicely with slow melting lace. <br>
<br>
S - Citrusy hops with slight tang of pine, some soapiness, and fresh dough. <br>
<br>
T - Rich and fairly malty (all thigs considered) with lots of hop bitterness. More pine sap than citrus. Some tropical fruit goin on too. <br>
<br>
M - medium thick body with quite a bit of stickiness. Moderate bright carbonation. <br>
<br>
D - This one grew on me. Not especially refined, but with plenty of good qualities and obvious craftsmanship.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">511 characters</span><br><br>","Apr 02, 2011",3,3,3.5,-15.8%,3.5,3.5,JTahoe
4.16,45617,"A nice suprise find at Flying Saucer in Nashville. Gotta love $4 pints.<br>
<br>
The pour is dark brown color with a finger's worth (or so) of tan head.<br>
Plenty of roasted malt, even a touch of smokiness comes through. The pecan nuttiness is there.<br>
A very nice roasted porter base for this beer. The flavor is very complex, chocolate, pecans, coffee, and perhaps some sweet molasses too.<br>
The body is medium with a low level of carbonation, but it doesn't detract from the beer. I was very glad to have finally tried this one, and to find that it was as good as I expected. A very enjoyable beer that I would have again.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">610 characters</span><br><br>","Mar 19, 2013",4,4,4,,4.25,4.25,BigBry
4.57,54905,"Served on tap into a half-pint glass at the Draught House.<br>
<br>
A - Opaque, near-black, iced espresso color. No head, but a small latte colored ring of foam. Little lacing. Leaves a syrupy coating on the glass when swirled.<br>
<br>
S - Whiskey dominates the nose, adding vanilla sweetness to the underlying roasted malt, coffee, and chocolate aromas.<br>
<br>
T - There are many flavors and they all taste good. They don't overpower each other; they flow in balanced succession. Roasted malt, coffee, and chocolate. Nutty undertones throughout. Sweetness from the whiskey. Lingering oak and whiskey finish. The whiskey taste is still there minutes after sipping, but it is not overpowering at all. I really enjoy the pecan porter, and I think the whiskey aging is a brilliant touch. I don't think the flavor can be improved.<br>
<br>
M - Light to medium body. Creamy as it foams. Slight syrup left on the lips.<br>
<br>
D - Very delicious. You wouldn't want to drink too much of this in one sitting due to the alcohol. That's why it was served in a half pint. However, the flavors are well-balanced and not fatiguing. I would like another serving, and I look forward to my next one. Other reviewers are correct that this seems more like an imperial stout than a porter.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,234 characters</span><br><br>","Jan 10, 2010",4.5,4,4,,4.5,5,jwillcourt
4.33,54905,"Petrol Station has yet to let me down:<br>
<br>
After a couple of pints of this I was in Heaven.<br>
A: Very dark brown, as a Impy Porter should look like. Nice short head, clean retention.<br>
S: Some bourbon, but mostly oak and barrel. Some chocolate, cinnamon, biscuit.<br>
T: I was pleasantly surprise to experience a BA beer that didn't blow my taste buds out of the water. It was noticeable and subtle that it allowed the porter to remain a porter and not a stout. Good smooth oak notes at the end cleaned up the flavor nicely so that it made me took another sip, then another, then another. Very nice.<br>
M: Nice medium carbonation that mellowed to a smooth coat onto the pallet. <br>
D: It was so drinkable that I had three. Kinda wished I had that fourth.<br>
Overall a very standout beer. I am always happy to see TX breweries barrel aging beers and taking that risk for truly exceptional beer. Cheers!<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">881 characters</span><br><br>","Jan 05, 2010",4,4.5,4.5,,4,4.5,Dajtai007
3.71,43535,"Had on tap at the flying saucer, Addison. The beer is the color of iced tea and has the slightest haze. The cap is the color of whipped eggs and almost as firm. A solid raft of foam that has some lasting power.<br>
<br>
The nose is an hebal citrus and sweet malt. A clean crisp smelling IPA that is nothing special but does have a solid scent. It does dip into a little mustiness but very minimally. <br>
<br>
Taste is nicely hopped right from the get go. A citrus flavor burst followed by a slightly toasted sweet malt. The musty scent isn't carried over to the taste which is a bonus. The carbonation and hops make a nice acidic wash that really compliments the style. <br>
<br>
That bitterness really finishes the beer well giving you a nice pucker after each sip. It has a little creaminess that really gives this one some nice body and balance with a carbonatied sizzle. A great feeling IPA but the taste is lacking. I find the flavors muted and boring after a few sips. A good beer but not my favorite. However it's solid enough to be one I'd order again and again. A nice satisfying IPA.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,070 characters</span><br><br>","Apr 01, 2011",4,4.5,4,-8.6%,3.5,3.5,jbphoto88
4.5,45617,,"Mar 10, 2013",,,,,,,JeffSuttonTX
3.75,45617,,"Mar 08, 2013",,,,-9.4%,,,vmdominguez
4.15,54905,"Poured into a snifter at the Austin Flying Saucer New Year's Eve Party. Happy 2010!!!<br>
<br>
The bigger, badder whiskey-barrel-aged Double Pecan Porter looks a lot like the original, with a dark, opaque body the color of the Austin night I'm celebrating. The head is equally as attractive, with a reddish, dark custard hue and creamy consistency. Not the best retention or lacing, but the foam is easily revived by a quick swirl of the snifter. The aroma is as big as the name suggests--whiskey-laden with a warmth of booze and charred wood. Coffee and macadamia nut in the background, with toasted dark chocolate malts laying down a solid backbone.<br>
<br>
No doubt this is a good beer, but the barrel-aging did little to improve upon the original Pecan Porter flavor in my opinion. A slight whiskey warmth adds some spice and breathy alcohol, while the rest of the palate picks up chocolate and coffee maltiness and some earthy hops. The mouthfeel is on the thin side, with a low carbonation level and semi-boozy finish. Easy to drink, and easy to get carried away with if you neglect the 8.8%(?) ABV. I had to keep reminding myself that this was an imperial porter, not a stout, and in that respect it certainly succeeds. Perhaps a bit over-hyped, but a very good beer nevertheless. Nice job, (512).<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,289 characters</span><br><br>","Jan 01, 2010",4,4.5,4,,4.5,4,wagenvolks
4.9,54905,"The guys at 512 have come up with a near-perfect beer, in my humble opinion. Their Pecan Porter is already a firm favourite of mine, but this has raised it several notches above its already high standard.<br>
<br>
It pours every bit as dark as the regular porter, with that familiar coffee-coloured head that lasts and lasts, but when you raise the glass to your nose there's a familiar whiff of vanilla that you get from an oak barrel, along with more than a hint of the whiskey that was once in it. The pecans are slightly overpowered in this brew but that's not something to mark it down for - it's still one of the best porters I've tasted. There's a wonderfully dry, bitter finish to the brew. As full-bodied as it should be.<br>
<br>
I have to knock half a point off the drinkability just because of the 8.8% ABV. It's not a beer I could drink more than one of a night, nor should you, I reckon.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">885 characters</span><br><br>","Dec 29, 2009",5,5,4.5,,5,5,omnigrits
3.97,43535,"Appearance: Hazy dark orange color with a decent head that sticks a bit.<br>
<br>
Smell: You get a good aroma off this one. A nice mix of citrus hops and some nature.<br>
<br>
Taste: Great example of an IPA. When i review IPAs I look for a balance between the hop profile and the other flavors. This one is a good example.<br>
<br>
Mouthfeel: Slick, goes down fast.<br>
<br>
Overall: Great an example of the style. It's a good session beer for hop lovers out there too.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">437 characters</span><br><br>","Mar 28, 2011",4,3.5,4,-2.2%,4,4,thatlongname
3.62,43535,"A pint at Red's Porch.<br>
<br>
Pours cloudy amber with a head that has below average retention and little lace. Aroma is balanced between the malt and hops where there is interplay between caramel malt and and earthy hops. More east coast than west coast style. Nice hop bitterness on the back end but light on the aromatic hops. Carbonation is a bit on the high side. Medium body. Hop profile is less interesting than the 512 black IPA.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">430 characters</span><br><br>","Mar 17, 2011",3.5,3.5,3.5,-10.8%,4,3.5,LittleDon
4.27,43535,"Had on- tap at Valhalla. <br>
<br>
A - Slightly hazy dark orange-amber. Forms a thin, off-white foamy head that doesn't stick around. <br>
S - Strong piny hops, citrus, and other dark fruits. A moderate malt backbone rounds out. <br>
T - Piny hops with a slightly nutty taste in the peripherals. A bit of caramel joins the bitter aftertaste. <br>
M - Medium-bodied and a little oily. The moderately high ABV is almost completely unnoticeable. <br>
D - A great standard IPA - good example of the style. Incredibly tasty and drinkable, this is one of my favorite session IPAs.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">550 characters</span><br><br>","Mar 02, 2011",4,3.5,4.5,,4,4.5,NefariousR
