ba_score,beer_number,comment,date,feel,look,overall,rdev,smell,taste,username 
4.27,45617,,"Apr 13, 2016",4.25,4.5,4.25,,4.25,4.25,needMIbeer
4.15,45617,,"Apr 10, 2016",4,4,4.25,,4,4.25,Kurmaraja
4.14,45617,,"Apr 09, 2016",4,4.5,4.25,,4.25,4,moneygreen11
4.69,45617,,"Apr 04, 2016",4.75,4.75,4.75,,4.5,4.75,scap
3.59,45617,,"Mar 29, 2016",3,4.25,3.25,-13.3%,4.5,3.25,MrHolden
3.54,230291,,"Jun 16, 2016",3.5,3.5,3.5,,3.25,3.75,Phi_Psi_OR_Beta
3.08,230291,,"Jun 14, 2016",3.5,2.75,3,-8.9%,2.75,3.25,devilmakesthree
3.22,230291,,"Jun 13, 2016",3.5,3.25,3.25,-4.7%,3,3.25,LXIXME
3.14,230291,,"Jun 09, 2016",2.75,3,3,-7.1%,3.25,3.25,thumperskibum
2.17,230291,"I will admit this is a quite lovely hazy yellow with a big head. I thought it would be appropriate to use the Stella Artois glass, since it's another AB InBev product. The smell, however, is moldy grapefruit with a whiff of the paint locker.<br>
<br>
The taste is spoiled fruit with a sourish edge. There's an unpleasant bitter tang that makes me think of the coconut water that also turns out to be bad. I thought this beer was just announced a few weeks ago, so it seems unlikely it would be just plain bacterial, but that's what it tastes like. I can't find a date on the 22 oz bottle in any case. The bitterness seems subtle as you sip but then it gets a grip on the tongue. Adios, MF!<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">681 characters</span><br><br>","Jun 03, 2016",2,4,1.75,-35.8%,2,2.25,mactrail
4.31,43535,,"Oct 06, 2015",4.25,4.25,4.25,,4.5,4.25,dsm45
4.28,43535,,"Sep 11, 2015",5,4.75,4.25,,3.5,4.5,Brett47
3.95,84174,,"Dec 10, 2016",3.75,4.25,4,-2%,4.25,3.75,IDABEERGUY
4.44,84174,,"Apr 20, 2016",4.5,4.5,4.5,,4.25,4.5,1424IpA
4.22,84174,,"Jun 27, 2015",4,5,4,,4.25,4.25,aasher
3.89,84174,,"Jun 01, 2015",4,4.5,3.5,-3.5%,4.25,3.75,jag21
4.33,84174,,"May 16, 2015",4.25,4.5,4.25,,4.5,4.25,Boozecamel
4.25,170128,,"Jun 29, 2017",4.25,4.25,4.25,,4.25,4.25,yuenglingfan101
4.09,170128,,"Jun 24, 2017",4,3.75,4,,4,4.25,miwestcoaster
3.91,95837,"A twelve ounce can dated 05/14/16 poured in a 13oz. tulip for the review. <br>
<br>
Look- Pours a pale yellow with a generous finger of quick diminishing white foam. <br>
<br>
Smell- Cucumber, green melon, lemongrass and very mild band aid. <br>
<br>
Taste- Cucumber forward with a hint of lemon zest. A bit of sourness in the finish. <br>
<br>
Feel- Super light with a slight tingle on the tongue to start. It finishes with a mild mouth puckering tartness. <br>
<br>
Overall- A refreshing easy drinker that reminds me of the old summer favorite of water with cucumber and lemon slices. Just with some added tartness and alcohol! A nice refreshing beer for the hotter months.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">635 characters</span><br><br>","Jul 24, 2016",3.75,3.75,3.75,-1.3%,4,4,Prager62
3.73,95837,,"Jul 23, 2016",3.5,3.75,3.75,-5.8%,3.75,3.75,Justdoit1234
4,95837,,"Jul 23, 2016",4,4,4,,4,4,Petegrieco
4.19,95837,,"Jul 22, 2016",4.5,4,4,,3.75,4.5,ivegot3Dvision
3.65,95838,,"Aug 10, 2016",3.5,3.5,3.75,,3.5,3.75,tone77
3.5,95838,,"Jul 04, 2016",3.5,3.5,3.5,,3.5,3.5,Danielr26
2.79,95838,,"Jul 03, 2016",3,3,2.75,-17.7%,2.75,2.75,tjcamm
3.22,95838,,"Jun 28, 2016",3.5,4,3.25,-5%,3.25,3,EyePeeAyBryan
3.86,181532,,"Nov 24, 2016",3.75,4,4,,3.5,4,evergreen_machine
3.69,181532,,"Oct 27, 2016",3.75,3.75,3.75,,3.5,3.75,Gagnonsux
3.58,181532,,"Sep 19, 2016",3.75,3.5,3.75,-1.9%,3.5,3.5,Dactrius
3.55,181532,,"Sep 03, 2016",3.75,3.25,3.5,-2.7%,3.25,3.75,Donkster46
4.07,181532,,"Aug 19, 2016",3.75,4.5,4,,4.25,4,devilmakesthree
4.29,45617,,"Mar 12, 2016",4.25,4.25,4.25,,4,4.5,GreatStoutman
3.96,45617,,"Mar 12, 2016",3.75,3.5,3.75,-4.3%,4.25,4,puck1225
4.25,45617,,"Feb 24, 2016",4.25,4.25,4.25,,4.25,4.25,LoudRed
4.31,45617,,"Feb 13, 2016",4.25,4,4.5,,4.75,4,TheGreatTortuga
4.88,45617,,"Feb 09, 2016",5,4.75,4.75,,4.75,5,Cholinger10
3.47,230291,"AB sales rep brought a 12oz bottle sample into the office.  Once I got it well chilled it was time to try it.   Not much nose to it, even less  head and it didn't last long.  Beer was a cloudy amber color and  I really didn't have high expectations.  Passion fruit flavor comes through early but is not overpowering and the very slight pineapple flavor followed.  <br>
Low alcohol at 4.75% will make this a nice summer alternative and one I'll buy.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">444 characters</span><br><br>","Jun 02, 2016",3.5,3.25,3.5,,3,3.75,AdManager
3.75,230291,,"May 31, 2016",3.75,3.75,3.75,,3.75,3.75,TheWiltChamberlainofipas
1.03,230291,,"May 30, 2016",1,1.5,1,-69.5%,1,1,jason_nwx
2.21,230291,"I saw this at the store and was really excited because a pineapple/passionfruit beer sounds really tasty and interesting so I bought the variety 12 pack which said it included 3 bottles each of the IPA, Apocalypse IPA, Sinistor black ale, and the seasonal beer. I assumed the seasonal beer would be the Pina, but when I got home and opened the box, it turned out to be the Riding Solo APA instead, which I guess must have been the spring seasonal release. So I was really disappointed to not have the Pina, but was very pleasantly surprised to find I really really liked the Riding Solo, as well as all three of the other beers. This heightened my expectations for the pina, because now I knew 10 barrel brews some incredibly tasty beer, and I assumed Pina would be no exception, so I went back to the store to buy a 6-pack. Unfortunately I was wrong.<br>
<br>
L: Murky amber color with a thin-ish head. To me it looks like watered down apricot juice, but I'm colorblind, so take that with a grain of salt.<br>
S: In a word, unpleasant. Smells like rotting fruit. Not a super strong smell, but definitely not a good one.<br>
T: Not much taste. Slightly sweeter than an average beer of this abv. KInd of an unbalanced maltiness- I don't know just a sort of mediocre beer taste. Maybe a little bit of fruitiness on the tail end but if I didn't already know there was fruit juice in it, and hadn't sniffed it before taking a shwill, I probably would have never guessed this was a fruit beer.<br>
F: Kind of thin and watery, yet cloying aftertaste.<br>
O: Perhaps I'm grading it a bit harshly since I had such high expectations, but honestly its just not very good. The smell is pretty gross, and it really doesn't taste much like fruit. It's really a very mediocre beer. While I'd highly recommend trying all four 10 barrel beers I got int the variety pack, I don't see any reason anyone should bother with this beer.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,890 characters</span><br><br>","May 27, 2016",2.5,2.5,2.25,-34.6%,1.5,2.5,burdgod
3.68,230291,,"May 17, 2016",3.75,3.5,3.75,,3.5,3.75,JohnGalt1
5,43535,,"Aug 21, 2015",5,5,5,,5,5,gilgar
4.44,43535,,"Aug 18, 2015",4.25,4,4.25,,4.25,4.75,viper11tg
4,43535,,"Aug 14, 2015",4,4,4,-1.5%,4,4,sd123
4.24,43535,,"Aug 12, 2015",4.25,4,4.25,,4.25,4.25,dankabier1
4.54,43535,,"Aug 09, 2015",4,4.25,4.5,,4.5,4.75,MoorBeerPlz
4.39,43535,,"Aug 01, 2015",4.25,4,4.5,,4.25,4.5,LouAleHead
4.28,95837,,"Jul 22, 2016",4.25,4,4.25,,4,4.5,kevindp9
4.08,95837,,"Jul 21, 2016",4.25,4,4.25,,4,4,thatche2
3.68,95837,,"Jul 18, 2016",3.5,3.75,3.5,-7.1%,3.75,3.75,Ej8
4.24,95837,,"Jul 18, 2016",4.5,4.25,4.25,,4.5,4,thatoneguymike
3.57,95838,"I know that there has been some CANtroversy with this brewery recently, but The CANQuest (tm) has always been all-inclusive &amp; so we are happy to add this beer to the madness! Although, why does it look like a ""Repo Man"" prop?<br>
<br>
This was a prime CANdidate for a Crack! &amp; inverted Glug in celebration of their arrival in PA. This produced two-plus fingers of foamy, fizzy, eggshell-white head that quickly fizzled its way out of existence. Color was a brilliant Straw-Yellow (SRM = &gt; 2, &lt; 4) with NE-quality clarity. Nose had a light biscuit maltiness along with a lightly grassy hoppiness. Mouthfeel was slightly thin. The taste was clean, lightly malty sweet, slightly grassy with Saaz hops. Finish was clean, semi-dry, mostly unobtrusive. Once more, at just 5.0% ABV, I could sit around &amp; crush these over the course of an afternoon.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">833 characters</span><br><br>","Jun 21, 2016",3,3.75,3.5,,3.5,3.75,woodychandler
3.29,95838,,"Jun 14, 2016",3.5,3.5,3.25,-2.9%,3.25,3.25,LXIXME
3.79,95838,,"Jun 13, 2016",4,4,3.75,,3.75,3.75,cosper
2.9,95838,,"May 06, 2016",3,3,3,-14.5%,3,2.75,IdrinkGas
3.42,95838,"Canned 12/10/15.<br>
<br>
Pours a hazy yellow with a foamy off-white head that settles to wisps of film on top of the beer. Small dots of lace drip into the remaining beer on the drink down. Tiny particles of sediment are seen floating around in the beer after the pour. Smell is of grain, earth, grass, and hay aromas. Taste is much the same with fruit, earth, and grass flavors on the finish. There is a mild amount of bitterness on the palate with each sip. This beer has a lower level of carbonation with a slightly crisp mouthfeel. Overall, this is an above average beer that is drinkable, but there is nothing memorable about this one. <br>
<br>
Serving type: can.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">654 characters</span><br><br>","Apr 22, 2016",3.75,3.25,3.25,,3.75,3.25,UCLABrewN84
4.33,181532,,"Aug 06, 2016",4,4.25,4.25,,4.25,4.5,kyledover
2.85,181532,,"Nov 09, 2015",2.75,2.75,2.75,-21.9%,2.75,3,stevoj
3.3,181532,"Pours dark walnut... Shows great clarity with dark ruby highlights... Light tan head. Nose has standard light roasty maltiness with a sweetish malt-extract essence.. Spicy hops are present, but don't do much... Flavor is a little sweet for my palate.. The dark malt comes across as just hints of cocoa and coffee.. Body is thicker than expected... Okay, but nothing I would ever seek out again.<br>
<br>
4/3.25/3.25/3.25/3.25<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">417 characters</span><br><br>","Jul 14, 2015",3.25,4,3.25,-9.6%,3.25,3.25,JohnGalt1
4.28,114398,,"Mar 28, 2016",4.5,4.25,4.25,,4.25,4.25,Smak_Hermann
4.26,45617,,"Feb 01, 2016",4,4,4,,4.25,4.5,bigchiquilin
3.64,45617,,"Feb 01, 2016",3.5,3.5,3.5,-12.1%,3.25,4,Junichi
4.11,45617,,"Feb 01, 2016",4.25,4.5,4.25,-0.7%,4,4,bluesyasian
3,45617,,"Jan 28, 2016",3,3,3,-27.5%,3,3,Dreynolds1808
4,43535,,"Jul 29, 2015",4,4,4,-1.5%,4,4,DerekE4750
3.56,43535,,"Jul 22, 2015",3.5,3.5,3.5,-12.3%,3.75,3.5,jtaylord
3.55,43535,,"Jul 19, 2015",3.25,3.75,3.5,-12.6%,3.75,3.5,timsoder
3.75,43535,,"Jul 17, 2015",3.75,3.75,3.75,-7.6%,3.75,3.75,oldvines
4.35,43535,,"Jul 17, 2015",4.25,4.25,4.25,,4.25,4.5,BDooley
4.02,43535,,"Jul 07, 2015",4,4.25,4,-1%,4,4,ruzzal
3.94,95837,,"Jul 17, 2016",4,4,4,-0.5%,3.75,4,ambruns1979
4.4,95837,,"Jul 17, 2016",4.25,4.25,4.5,,4.25,4.5,ADTaber
4.06,95837,"Look : One and a half finger white head, hazy yellow body.<br>
<br>
Smell : See below. Some tartness in the scent.<br>
<br>
Taste : Canteloupe, mild cucumber, mild wheat.<br>
<br>
Feel : High carbonation, medium body, mild tartness.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">208 characters</span><br><br>","Jul 17, 2016",4.75,4.75,4.5,,3.75,3.75,Cthulhusquid
3.9,95837,,"Jul 06, 2016",3.75,3.75,4,-1.5%,3.75,4,shoegueuze
4.09,95837,"Wow 10 barrell really did a great job on this beer. <br>
So refreshing and amazingly put together.<br>
<br>
L- a cloudy yellow <br>
S- get some lemon, wheat <br>
T- cucumber,lemon, water melon. Leaves a nice sour taste on the lips. <br>
<br>
Overall- I really love this beer. I would like to see the price drop closer to 10$ for a 6 pack instead of 13.50 but it's absolutely something worth buying. Very unique.<br>
<br>
Note: 5% abv not 4% anymore<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">412 characters</span><br><br>","Jul 05, 2016",4,4,4.25,,3.75,4.25,TrueOregonian
3.63,64765,,"Jan 01, 2017",3.75,3.75,3.75,,3.25,3.75,Jcarriglio
3.75,64765,,"Dec 28, 2016",3.75,3.75,3.75,,3.75,3.75,elglueckert
3.3,64765,,"Dec 21, 2016",3,3,3.5,-9.1%,3,3.5,rderedin
3.66,64765,,"Dec 18, 2016",3.75,4,3.5,,3.5,3.75,sjrider
4,183561,,"Oct 04, 2015",4,4,4,,4,4,DOCRW
3.64,183561,"Draft at the Boise pub tonight... Pours deep dark brown with a slight clarity that reveals garnet red (could just be the smoke in the air ;-) Clean dark chocolate and light roast that makes for a pretty respectable and very drinkable low ABV porter. Never my favorite style, but I dig a good light body porter.. This is pretty nice.<br>
<br>
3.75/3.5/3.75/3.75/3.5<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">356 characters</span><br><br>","Aug 15, 2015",3.75,3.75,3.5,-4%,3.5,3.75,JohnGalt1
3.73,183561,,"Jul 27, 2015",3.5,4.25,3.5,-1.6%,4.25,3.5,MIrvine
3.35,95838,,"Mar 22, 2016",3.5,3.5,3.25,-1.2%,3.5,3.25,Beerasaurus
3.19,95838,,"Mar 20, 2016",3.25,3.25,3.25,-5.9%,3,3.25,shelby415
3.68,95838,,"Mar 15, 2016",3.5,4,3.75,,3.5,3.75,Lingenbrau
3.31,95838,,"Mar 12, 2016",3.25,3.25,3.25,-2.4%,3.5,3.25,thumperskibum
3.04,95838,,"Dec 15, 2015",3,3,3,-10.3%,2.75,3.25,Beardo
3.83,189847,,"Dec 08, 2015",3.5,3.75,3.75,,3.75,4,stevoj
3.52,189847,"Pours a thin head on a black body.<br>
The aroma is roasted malt and vanilla.<br>
The taste is spicy rye and malty sweet.<br>
The texture is soft with low carbonation.<br>
It's nice.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">166 characters</span><br><br>","Sep 28, 2015",3,3,3.5,-4.9%,3.5,3.75,Fatehunter
3.75,189847,"Draft tonight at the Boise pub... Pours the standard black with an okay enough dark tan head... Cocoa dusted crisp dark malt.. Hints of sweetness adds to drinkability... Pretty nice. The cask works really well with the slightly bigger body (for a 5% beer).<br>
<br>
all 3.75's<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">268 characters</span><br><br>","Sep 11, 2015",3.75,3.75,3.75,,3.75,3.75,JohnGalt1
4.25,45617,,"Jan 27, 2016",4.25,4.25,4.25,,4.25,4.25,jdimento
4,45617,,"Jan 23, 2016",4,4,4,-3.4%,4,4,ranger7
4.04,45617,,"Jan 12, 2016",4,4,4,-2.4%,3.75,4.25,Alby
4.65,45617,,"Jan 07, 2016",4,4.25,4.75,,4.75,4.75,Jim_TX
4.08,45617,,"Jan 06, 2016",4,4,4,-1.4%,3.5,4.5,Sweetdemonsweat
3.94,43535,,"Jul 04, 2015",4,4,4,-3%,3.75,4,Magery
3.86,95837,"On tap in Portland.<br>
The hazy golden body is topped by a semi-durable white head that coats the glass when tipped.<br>
Moderately tart.<br>
Light bodied but with suitable lively carbonation. Mild, easy drinking, with plenty of cucumber flavor along with sour citrus and faint sole.<br>
Quite nice.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">284 characters</span><br><br>","Jul 04, 2016",3.75,4,4,-2.5%,3.5,4,chinchill
4.09,95837,"Reviewed from notes:<br>
<br>
L: has a nice slightly hazy blonde color.<br>
S:  The sour aroma mixed with the effervescent cucumber smell hints very successfully at what's to come.<br>
T: Taste is what you'd expect from a low ABV Berliner Weiss, with the added strong cucumber that reminds me of half-sour cucumbers.<br>
F: Felt light and comfortable, could have gone for a bit more pucker.<br>
<br>
O: I was pleasantly surprised by this little can of cucumber beer. Past cucumber attempts I've had were no where near as successful at integrating the unusual vegetable flavor.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">548 characters</span><br><br>","Jun 29, 2016",4,3.75,4,,4,4.25,Spamalot
4.09,95837,,"Jun 20, 2016",4,4,4.25,,3.75,4.25,wasatchback
4.42,95837,,"Jun 20, 2016",4.5,4.25,4.25,,4,4.75,dwitt24
4.1,95837,,"Jun 17, 2016",4.25,3.75,4.25,,3.75,4.25,zizouandyuki
3.25,64765,,"Dec 15, 2016",3.25,3.25,3.25,-10.5%,3.25,3.25,Whiskeydeez
3.73,64765,"22 oz. bottle:<br>
<br>
Pours dark, slightly hazed copper with a fluffy tan lasting head. Frothy lacing sticks.<br>
<br>
The smell is of caramel/toffee with dark fruit (plum) and an earthy tone.<br>
<br>
The taste is of sweet caramel/toffee (hint of chocolate?) sweetness balanced by a bitterness that almost clashes in the initial taste. I like the malt profile here and can appreciate the balance, though here it might be a bit much for what the brew is, and puts a bit of a dent in it. In-between scores for the taste, I'll go with the higher of the two scores I have in mind for it.<br>
<br>
Although alcohol does show, it is malty smooth and holds a medium body.<br>
<br>
The malt flavor is very good. I love hops and appreciate the balance to keep it from being too sweet, but here the bitter flavor detracts a bit. Still, it's a decent brew. It has some ""winter"" character. It's nice, but not a winter go-to brew for me.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">887 characters</span><br><br>","Dec 15, 2016",3.75,4.25,3.5,,3.75,3.75,jwc215
4.18,64765,"Poured from a 12 oz. bottle into a chalice.<br>
<br>
Appearance: Pours a deep brownish amber. Moderate amount of bubbles and a big two finger off white head that settles into a thin creamy layer. <br>
<br>
Smell: A bready and fairly sweet malt forward aroma with a scent of biscuit and caramel. Bready malt scent of biscuit, grains, caramel, toffee, toast, and nuts with some yeast. Subtle hints of earthy hops and dark fruit. A solid aroma. <br>
<br>
Taste: Like it smells, a bready and sweet malt forward taste with notes of biscuit and caramel. Upfront bready malt notes of biscuit, caramel, toffee, grains, toast, and nuts along with yeast. Light earthy hop bitterness. Subtle undertones of dark fruit. A pretty solid taste. <br>
<br>
Mouthfeel: Medium bodied with a moderate amount of carbonation. Creamy and pretty smooth. <br>
<br>
Overall: A pretty solid Winter Warmer. Nice biscuit and caramel malt notes.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">874 characters</span><br><br>","Dec 14, 2016",4,4.25,4,,4.25,4.25,MattyG85
3.5,64765,,"Dec 10, 2016",3.5,3.5,3.5,-3.6%,3.5,3.5,sposter4
3.84,64765,,"Dec 08, 2016",3.75,3.5,3.75,,3.75,4,Quesophresco
3.5,95838,,"Nov 24, 2015",3.5,3.5,3.5,,3.5,3.5,StonedTrippin
2.56,95838,"Pours a finger of head on a clear light straw body.<br>
The aroma is a metallic grain smell.<br>
The taste is moderate metallic bitterness throughout.<br>
The texture is crisp and fizzy.<br>
Not too enjoyable.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">193 characters</span><br><br>","Oct 04, 2015",3,4,2.5,-24.5%,3,2,Fatehunter
3.2,95838,,"Sep 26, 2015",3.5,3.5,3,-5.6%,3.5,3,MattSlem
2,95838,,"Sep 12, 2015",2,2,2,-41%,2,2,cantak
3.47,95838,,"Sep 10, 2015",3.25,3.5,3.25,,3.25,3.75,Faxmesomehalibut
3.22,114395,"On tap at the brewpub in Boise. <br>
Clear amber body with a fine head and  lacing. <br>
Aroma is normal or strength for style, and hoppy.<br>
Flavor is bitter and bold for style,  with a piney and earthy character.  Lingering aftertaste.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">226 characters</span><br><br>","Jun 02, 2017",3.5,4,3.25,,3.25,3,chinchill
2.5,114395,,"Sep 12, 2015",2.5,2.5,2.5,-19.6%,2.5,2.5,cantak
4.05,114395,,"Apr 19, 2015",4,3.25,4.25,,3.75,4.25,Purplehat
3.68,45617,"To-go from Craft And Growler.  From notes.<br>
<br>
Dark brown in color.  Roasty and nutty with little else in the aroma.  Tastes of dark chocolate, toasted grain, candied sugar and mineral water.  Medium in body and comparatively thin.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">228 characters</span><br><br>","Jan 05, 2016",3.5,4,3.75,-11.1%,3.5,3.75,stephens101
4.33,45617,,"Jan 03, 2016",4.25,4.5,4.25,,4.5,4.25,acashk
3.97,45617,,"Jan 02, 2016",4,4.5,4,-4.1%,3.75,4,Hudson2508
4.35,45617,"Look: Black, milky and foamy. <br>
Taste: Really sweet of chocolate taste. The pecan taste also came up often. Little hoppy taste. <br>
Feel: viscous and thick, full body. Sweet after taste from the chocolate. <br>
<br>
Had it on tap at the Londoner, Addison, TX. A lovely brew, extremely tasty, and I would gladly introduce this to anyone.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">324 characters</span><br><br>","Dec 28, 2015",4.25,4.25,4.25,,4.25,4.5,sokol_1993
4.69,45617,,"Dec 26, 2015",4.5,4,4.5,,5,4.75,SuburbanCowboy
2.75,95837,,"Jun 08, 2016",2.75,2.75,2.75,-30.6%,2.75,2.75,DerwinWentworth
4.06,95837,,"Jun 04, 2016",4,4,4,,4.25,4,bumchilly25
3.96,95837,,"Jun 02, 2016",3.75,3.75,4,,4,4,Intlpostman
3.59,95837,,"May 31, 2016",4.25,3.75,3.5,-9.3%,3.5,3.5,M_chav
4.78,95837,,"May 31, 2016",4.5,4,4.75,,4.75,5,Superheatnsubcool
3.62,64765,,"Dec 07, 2016",3.75,4,3.5,-0.3%,3.75,3.5,MaximumYuks
3.83,64765,"22 oz bottle. No bottling info<br>
<br>
Pours a  nearly solid brown body that's slightly hazy.Off white head produced minimal retention with decent thin lacing.<br>
<br>
 Smell is malt forward and boozy. I'm getting, grain,  booze, nuts, a tiny bit of hops. (in that order) There is also a slight butterscotch  sweetness that increases as it warms.<br>
<br>
Maybe a little more malt forward then the smell. Really benefits from warming !<br>
<br>
Average to thin feel. Perhaps a little too thin for being so malt forward of an offering...<br>
<br>
A decent winter ale. Although not my favorite I wouldn't kick it out of my glass.  Really benefits from warming...<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">622 characters</span><br><br>","Dec 04, 2016",3.5,3.75,3.75,,3.75,4,pianoguy
3.59,64765,,"Dec 01, 2016",3.5,4,3.5,-1.1%,3.75,3.5,greencovesteve
3.65,64765,,"Nov 30, 2016",3.75,3.75,3.75,,3.75,3.5,Lingenbrau
2.83,64765,"L-Dark reddish brown<br>
<br>
S-Fresh floral hops up front....light toffee<br>
<br>
T-Pretty hop forward....piney/tart citrus blend of hop flavor and a malt bill strong on the burnt malts, raisins, and dates.<br>
<br>
M-Medium bodied....bitter on the finish.<br>
<br>
O-Not a huge fan of this one.  It just seems too one sided on the bitterness and lacks enjoyable flavors for me.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">348 characters</span><br><br>","Nov 24, 2016",2.75,4,2.75,-22%,2.75,2.75,ZAP
3,86999,,"Feb 26, 2016",3,3,3,-26.5%,3,3,bostonryan
3.94,86999,,"Feb 23, 2016",4,4,4,-3.4%,3.75,4,Vlaminck
4.24,86999,"bottle dated 12-30-15<br>
<br>
. Slightly hazy appearance.<br>
<br>
Smells like sweet citrus juice. Some classic pine in there as well. But it's juicy. It smells like gummy bears or something. <br>
<br>
Very juicy on the palate. Has a orange creamsicle type of flavor to it. But balanced by dryness and bitterness.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">290 characters</span><br><br>","Feb 21, 2016",4.25,4,4.25,,4.25,4.25,raynmoon
4.32,86999,,"Feb 08, 2016",4.25,3.75,4.25,,4.25,4.5,Crusher
4.08,86999,,"Feb 07, 2016",4,4.25,4,,4.25,4,ovaltine
4,138326,,"Apr 19, 2015",4,4,4,-3.1%,4,4,sharpski
4.21,138326,,"Jan 28, 2015",4,4.25,4.25,,3.75,4.5,zonker17
3.77,138326,,"Jan 02, 2015",3.5,3.5,3.75,-8.7%,4,3.75,acurtis
4.04,138326,,"Dec 24, 2014",4,3,4,-2.2%,4,4.25,kscaldef
5,95838,,"Aug 29, 2015",5,5,5,,5,5,boyntonliquors
3.81,95838,,"Aug 25, 2015",3.5,3.25,3.5,,4,4,Beer-Zombie
3.32,95838,,"Jun 25, 2015",3.5,3,3.25,-2.1%,3.5,3.25,Kevlee722
3.9,95838,,"Jun 24, 2015",3.5,3.5,3.5,,3.5,4.5,TeamSeinfeld
4.02,95838,,"Jun 20, 2015",3.75,4,4,,3.75,4.25,Mehinaman
3.84,45617,,"Dec 23, 2015",3.75,4.25,3.75,-7.2%,4,3.75,jdwilliamson79
4.03,95837,"Poured from 12oz can into a tulip.<br>
<br>
Appearance:  light golden hue with a light haze and a ton of effervescence.  Head is two fingers of pillow white foam that have pretty good staying power.  I like it a lot.<br>
<br>
Smell:  lightly sweet with a dash of tartness and plenty of cucumber.  I love how bright and refreshing it is.<br>
<br>
Taste:  light wheaty malt, just hint of sour, and plenty of fresh cucumber flavor.  I just love it.<br>
<br>
Mouthfeel: medium-light body with a good carbonation and a pretty decent creaminess.<br>
<br>
Overall: I love how massively refreshing this beer is.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">563 characters</span><br><br>","May 28, 2016",3.75,4,4.25,,4,4,flagmantho
3.81,95837,,"May 27, 2016",3.5,3.5,3.75,-3.8%,3.75,4,zestd
3.71,64765,,"Nov 20, 2016",3.5,3.5,3.75,,3.75,3.75,AD17
3.38,64765,,"Nov 18, 2016",3.75,3.75,3.5,-6.9%,3.25,3.25,Stinkypuss
4.02,64765,"On-tap 11/12/2016 at Stadium Pub in Cranston, RI, served in a becker pint glass.<br>
<br>
A: The beer is a dark reddish brown color, with a large dense off-white head that fades slowly and leaves a very thick lace on the glass.<br>
<br>
S: The aroma contains caramelized malts, fruit, brown sugar and a good amount of hops.<br>
<br>
T: The taste starts out sweet with flavors of caramel, brown sugar and fruit. Then a strong but not over-powering hops bitterness comes in. The malt character is hearty and brings a good balance. The after-taste is slightly sweet and slightly hoppy.<br>
<br>
M: Crisp and smooth, medium body, medium carbonation, finish is slightly sticky.<br>
<br>
O: Tasty, goes down easily, not too filling, good kick, good representation of style, this is solid beer to drink for a while.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">768 characters</span><br><br>","Nov 12, 2016",4,4.25,4,,4,4,TheManiacalOne
3.5,64765,,"Nov 10, 2016",3.5,3.5,3.5,-3.6%,3.5,3.5,djrn2
4,86999,,"Jan 24, 2016",4,4,4,-2%,4,4,rblib
3.91,86999,"220z bottle poured into a pint glass no bottle or enjoy by date that i saw anyway....<br>
pours amber orange hazy and cloudy with an offwhite head small dissipated quickly <br>
smell citrus, sour, hoppy with both floral and onion notes complex<br>
taste along the nose citrus with a sour finish slight bitter aftertaste<br>
feel viscous<br>
interesting beer had the usual hoppy and floral elements of many ipas but with a more sour and onion finish as well overall good not great<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">459 characters</span><br><br>","Nov 27, 2015",3.75,4.5,4,-4.2%,4,3.75,gmoneyproductions
